X,Z,Type
37490,37513,standing_sign
37489,37512,standing_sign
37490,37511,standing_sign
37489,37510,standing_sign
37489,37509,standing_sign
37488,37511,wall_sign
37491,37514,standing_sign
37512,37511,standing_sign
37504,37504,standing_sign
37506,37504,wall_sign
37867,37863,wall_sign
467347,467347,standing_sign
468902,468901,standing_sign
42299,42315,wall_sign
420005,419993,wall_sign
420000,420000,standing_sign
420006,420007,standing_sign
420420,420420,standing_sign
47467,47470,wall_sign
47502,47502,standing_sign
1625017,1624998,wall_sign
1625017,1624998,wall_sign
1625017,1624998,wall_sign
1625017,1624997,wall_sign
1625017,1624998,wall_sign
1049740,1049729,wall_sign
1049741,1049729,wall_sign
3849,3898,standing_sign
4004,3985,wall_sign
4066,4071,wall_sign
423665,423666,standing_sign
423665,423670,standing_sign
424409,424417,standing_sign
424404,424419,standing_sign
424410,424431,wall_sign
424404,424420,standing_sign
424410,424429,wall_sign
424410,424430,wall_sign
424410,424428,wall_sign
424410,424432,wall_sign
36000,36004,standing_sign
3745004,3744994,wall_sign
3745002,3745015,wall_sign
3745001,3745015,wall_sign
3745003,3745015,wall_sign
3745002,3745015,wall_sign
3745003,3745015,wall_sign
3745006,3745015,wall_sign
3745005,3745015,wall_sign
3744999,3745015,wall_sign
3745001,3745015,wall_sign
3745002,3745015,wall_sign
42589,42566,wall_sign
47672,47666,wall_sign
48036,47936,wall_sign
476309,476309,standing_sign
273977,273974,wall_sign
374990,374990,wall_sign
374999,374998,wall_sign
374996,375001,wall_sign
374995,375000,standing_sign
374996,375001,wall_sign
374996,375001,wall_sign
375000,375000,standing_sign
375000,375000,standing_sign
374999,375001,wall_sign
375000,375000,standing_sign
375001,375000,standing_sign
374999,375001,standing_sign
375001,375000,standing_sign
375002,374999,standing_sign
3748040,3748040,standing_sign
3748040,3748040,standing_sign
3748065,3748067,wall_sign
429534,429405,standing_sign
429533,429405,wall_sign
429520,429518,standing_sign
48251,48251,wall_sign
48500,48474,wall_sign
163133,163138,wall_sign
429996,430001,wall_sign
429997,430001,wall_sign
429998,430001,wall_sign
3748700,3748724,wall_sign
31899,31923,standing_sign
32000,32003,standing_sign
3749884,3749878,standing_sign
3749935,3749994,wall_sign
3749934,3749993,wall_sign
3749934,3749993,wall_sign
3749934,3749993,wall_sign
3749928,3750007,wall_sign
3749939,3749993,wall_sign
3749938,3749993,wall_sign
3749939,3749993,wall_sign
3749936,3749993,wall_sign
3749937,3749993,wall_sign
3749999,3749998,standing_sign
3749997,3749999,wall_sign
3749998,3749998,standing_sign
3749999,3750000,wall_sign
3749996,3750000,wall_sign
3749998,3750000,wall_sign
3749996,3750000,wall_sign
3749999,3750000,standing_sign
3750005,3749935,standing_sign
3750005,3749938,standing_sign
3750005,3749937,standing_sign
3750005,3749939,standing_sign
3750005,3749936,standing_sign
3750001,3749997,wall_sign
3750000,3749999,wall_sign
3750000,3749998,standing_sign
3750001,3749997,wall_sign
3750000,3749996,wall_sign
3750000,3749999,standing_sign
3750003,3750000,wall_sign
3750000,3750004,wall_sign
3750000,3750004,wall_sign
3750004,3750000,wall_sign
3750000,3750004,wall_sign
3750004,3750000,wall_sign
3750000,3750001,standing_sign
3750001,3750000,standing_sign
3750000,3750002,standing_sign
3750002,3750000,standing_sign
3750002,3750001,wall_sign
3750000,3750001,wall_sign
3750012,3750000,wall_sign
3750006,3750058,wall_sign
375687,375711,standing_sign
43035,43036,standing_sign
376359,376359,standing_sign
376413,376413,standing_sign
430500,430527,standing_sign
105987,105991,wall_sign
106288,106241,standing_sign
106326,106241,standing_sign
38000,38003,standing_sign
38223,38200,standing_sign
38279,38245,wall_sign
38345,38346,standing_sign
1061197,1061194,wall_sign
1061197,1061194,wall_sign
49000,49004,standing_sign
49014,49005,standing_sign
49022,49003,standing_sign
1061879,1061882,standing_sign
488424,488423,standing_sign
432822,432819,wall_sign
433046,433074,wall_sign
3592529,3592526,wall_sign
29994,29999,wall_sign
29999,30001,standing_sign
30000,30000,standing_sign
30001,30006,wall_sign
30010,30002,wall_sign
30017,29980,wall_sign
274922,274919,wall_sign
274922,274919,wall_sign
489626,489629,wall_sign
489669,489672,wall_sign
489668,489671,wall_sign
490072,490075,wall_sign
490073,490076,wall_sign
490073,490075,standing_sign
318640,318644,wall_sign
318923,318923,wall_sign
318922,318919,wall_sign
318919,318921,standing_sign
318920,318920,standing_sign
318921,318919,standing_sign
318923,318920,wall_sign
318923,318920,wall_sign
318923,318924,standing_sign
318923,318926,standing_sign
49204,49194,wall_sign
49280,49278,standing_sign
49315,49310,wall_sign
43758,43747,wall_sign
49377,49381,wall_sign
49564,49562,standing_sign
49563,49561,standing_sign
49562,49560,standing_sign
49561,49559,standing_sign
44000,44004,standing_sign
491892,491889,wall_sign
491891,491888,wall_sign
494399,494402,wall_sign
38506,38508,standing_sign
38505,38509,standing_sign
38588,38534,standing_sign
38585,38578,wall_sign
38660,38588,standing_sign
38706,38767,standing_sign
38707,38767,standing_sign
38805,38804,wall_sign
38806,38804,wall_sign
437281,437293,standing_sign
495141,495145,wall_sign
495141,495145,wall_sign
495141,495145,wall_sign
495140,495150,wall_sign
385523,385524,standing_sign
385524,385523,standing_sign
385525,385525,standing_sign
496356,496356,standing_sign
386109,386111,standing_sign
386110,386110,standing_sign
49771,49769,standing_sign
49986,49995,wall_sign
49999,50003,wall_sign
50005,50006,wall_sign
50008,50008,wall_sign
50006,50008,wall_sign
50043,49978,standing_sign
50046,49978,standing_sign
50034,49978,wall_sign
50055,49978,standing_sign
50051,49978,standing_sign
50053,49978,standing_sign
50048,49978,standing_sign
1069540,1069519,wall_sign
439429,439411,wall_sign
249133,249136,wall_sign
249316,249313,wall_sign
249315,249312,wall_sign
249315,249312,wall_sign
249316,249313,wall_sign
44047,44069,standing_sign
44046,44067,standing_sign
44127,44171,standing_sign
44128,44170,standing_sign
44129,44171,standing_sign
44130,44170,standing_sign
44143,44182,standing_sign
44182,44238,standing_sign
44189,44244,wall_sign
44370,44444,wall_sign
44385,44461,standing_sign
44384,44460,standing_sign
44429,44436,standing_sign
44483,44562,standing_sign
44541,44622,standing_sign
44542,44620,wall_sign
499999,500001,standing_sign
499998,500010,wall_sign
500009,500007,standing_sign
500008,500008,standing_sign
500007,500009,standing_sign
500006,500010,wall_sign
500011,500000,wall_sign
500007,500009,standing_sign
500005,500009,standing_sign
500004,500010,wall_sign
500009,500005,standing_sign
500045,499993,wall_sign
500084,500087,wall_sign
1070776,1070773,wall_sign
38921,39054,standing_sign
39000,39004,standing_sign
39142,39148,wall_sign
39310,39298,wall_sign
34605,34553,wall_sign
39395,39392,standing_sign
34705,34659,wall_sign
34706,34659,wall_sign
442684,442729,wall_sign
442689,442726,standing_sign
442688,442726,wall_sign
332548,332500,standing_sign
332549,332501,standing_sign
275176,275173,wall_sign
275176,275173,wall_sign
275176,275173,wall_sign
298111,298113,standing_sign
298110,298117,wall_sign
298110,298117,standing_sign
298111,298117,standing_sign
298113,298117,wall_sign
298112,298117,standing_sign
298113,298117,standing_sign
444444,444444,standing_sign
445042,445014,wall_sign
10827,10827,wall_sign
10938,10921,wall_sign
11015,10901,standing_sign
11029,10899,wall_sign
11066,10993,wall_sign
11126,11202,standing_sign
11213,11256,wall_sign
44615,44611,wall_sign
44614,44611,wall_sign
44613,44611,wall_sign
44613,44611,standing_sign
44639,44554,wall_sign
44837,44938,standing_sign
44837,44938,wall_sign
44899,45003,standing_sign
2750003,2749997,wall_sign
2750002,2749997,wall_sign
2750001,2749997,wall_sign
44981,45097,standing_sign
50538,50540,standing_sign
16590,16643,wall_sign
16591,16643,wall_sign
16639,16531,wall_sign
16843,16826,standing_sign
16842,16826,wall_sign
320399,320402,wall_sign
39483,39544,standing_sign
39567,39566,standing_sign
39567,39564,standing_sign
39566,39568,standing_sign
39567,39568,standing_sign
39690,39690,standing_sign
39722,39722,standing_sign
39721,39723,standing_sign
39741,39741,standing_sign
39774,39774,standing_sign
39810,39810,standing_sign
449999,450001,standing_sign
449998,450003,wall_sign
449999,450001,wall_sign
450000,450001,wall_sign
450000,450000,standing_sign
450000,450001,wall_sign
39842,39843,standing_sign
39843,39843,standing_sign
39846,39846,standing_sign
39895,39895,standing_sign
39921,40006,standing_sign
249893,250000,standing_sign
249893,250001,standing_sign
249965,249910,wall_sign
249998,250002,wall_sign
249998,250002,wall_sign
249999,250002,wall_sign
249989,250001,wall_sign
250009,250006,wall_sign
250006,250009,wall_sign
250009,250006,wall_sign
250007,250007,standing_sign
250009,250006,wall_sign
250006,250009,wall_sign
250000,250000,standing_sign
250001,250002,standing_sign
250055,250039,standing_sign
45265,45391,standing_sign
45266,45390,standing_sign
503344,503370,wall_sign
45364,45469,standing_sign
45417,45522,standing_sign
45428,45507,standing_sign
395025,395024,standing_sign
45515,45621,standing_sign
395769,395763,wall_sign
395769,395765,wall_sign
395769,395766,wall_sign
395769,395764,wall_sign
395769,395764,wall_sign
395769,395763,wall_sign
395770,395767,wall_sign
395769,395766,wall_sign
395769,395765,wall_sign
395771,395767,wall_sign
395771,395768,wall_sign
395770,395766,wall_sign
395772,395767,wall_sign
395772,395768,wall_sign
395772,395769,wall_sign
395773,395768,wall_sign
504852,504855,wall_sign
504851,504854,wall_sign
504853,504856,wall_sign
2499998,2499997,wall_sign
2499998,2499997,wall_sign
2499997,2499998,wall_sign
2499989,2499992,wall_sign
2499992,2499989,wall_sign
2499989,2499992,wall_sign
2500003,2499998,wall_sign
2500003,2500002,wall_sign
505114,505117,wall_sign
505115,505118,wall_sign
505114,505117,wall_sign
505113,505116,wall_sign
298728,298728,standing_sign
298759,298759,standing_sign
298760,298760,standing_sign
298761,298761,standing_sign
298946,298959,wall_sign
298947,298959,wall_sign
45614,45720,standing_sign
45764,45877,standing_sign
45763,45876,standing_sign
45832,45855,wall_sign
45913,46060,wall_sign
46000,46004,standing_sign
397814,397814,standing_sign
50917,51015,wall_sign
50921,51008,standing_sign
50919,51014,standing_sign
50913,51015,wall_sign
50913,51014,wall_sign
50915,51015,wall_sign
50913,51014,wall_sign
51100,51099,standing_sign
51099,51100,standing_sign
398099,398105,wall_sign
398100,398105,wall_sign
398097,398101,standing_sign
39943,39943,standing_sign
39997,39993,wall_sign
39988,39988,standing_sign
39999,40001,standing_sign
39994,40001,wall_sign
40000,40000,standing_sign
40003,40001,wall_sign
40002,40001,wall_sign
40003,40001,wall_sign
40005,40009,wall_sign
40039,40039,standing_sign
40038,40040,standing_sign
40120,40120,standing_sign
40119,40119,standing_sign
343833,343836,wall_sign
3203636,3203639,wall_sign
3203636,3203639,wall_sign
399998,400005,standing_sign
399999,400003,standing_sign
399995,400006,standing_sign
399994,400006,standing_sign
399993,400005,standing_sign
399992,400004,standing_sign
399990,400006,wall_sign
399990,400004,wall_sign
400003,399999,standing_sign
400001,400002,standing_sign
510003,510003,wall_sign
250460,250532,wall_sign
250460,250533,wall_sign
250459,250533,wall_sign
250460,250531,wall_sign
250461,250533,wall_sign
33620,33664,standing_sign
33703,33731,standing_sign
33715,33709,wall_sign
33786,33790,standing_sign
402554,402555,standing_sign
402637,402642,wall_sign
310230,310229,standing_sign
40670,40651,wall_sign
40722,40719,standing_sign
40768,40751,wall_sign
40768,40747,wall_sign
40768,40747,standing_sign
40768,40746,wall_sign
40768,40741,standing_sign
25115,25156,wall_sign
25115,25159,wall_sign
25164,25168,standing_sign
25208,25088,wall_sign
25228,25197,wall_sign
25224,25202,wall_sign
25244,25277,wall_sign
25379,25515,standing_sign
25434,25356,wall_sign
250968,250965,wall_sign
250969,250966,wall_sign
250968,250965,standing_sign
344134,344129,standing_sign
344134,344128,standing_sign
299995,300002,wall_sign
299995,300002,wall_sign
300000,299994,wall_sign
300001,299999,standing_sign
300007,300004,wall_sign
300007,300003,wall_sign
300007,300002,wall_sign
300000,300000,standing_sign
300007,300002,wall_sign
300007,300001,wall_sign
300002,300005,wall_sign
300007,300000,wall_sign
300007,300001,wall_sign
300007,300000,wall_sign
300018,299993,standing_sign
300026,300029,wall_sign
333327,333324,wall_sign
333327,333329,standing_sign
333329,333335,wall_sign
333329,333335,wall_sign
333332,333335,wall_sign
333334,333331,wall_sign
333329,333335,wall_sign
333332,333335,wall_sign
333332,333335,wall_sign
333333,333333,standing_sign
290517,290532,wall_sign
333813,333804,wall_sign
333814,333804,standing_sign
311018,311014,wall_sign
311015,311015,standing_sign
311018,311014,wall_sign
311018,311014,wall_sign
3333243,3333385,wall_sign
3333327,3333338,wall_sign
3333337,3333328,standing_sign
3333339,3333330,wall_sign
3333339,3333333,wall_sign
3333339,3333333,wall_sign
3333339,3333333,wall_sign
241169,241165,wall_sign
241170,241165,wall_sign
241171,241165,wall_sign
241172,241165,wall_sign
241173,241165,wall_sign
241475,241478,wall_sign
165218,165215,wall_sign
165247,165266,standing_sign
165246,165265,standing_sign
1649120,1649117,wall_sign
1649120,1649117,wall_sign
290990,290987,wall_sign
1095973,1095941,wall_sign
345385,345414,wall_sign
345385,345414,wall_sign
345385,345414,wall_sign
345385,345414,wall_sign
345385,345414,wall_sign
2999998,2999995,wall_sign
2999993,2999998,wall_sign
2999994,2999999,wall_sign
2999987,3000011,standing_sign
345677,345678,standing_sign
27738,27824,wall_sign
28111,28110,wall_sign
300390,300387,wall_sign
300496,300499,wall_sign
31246,31314,wall_sign
31246,31314,wall_sign
31315,31311,standing_sign
31471,31463,wall_sign
31471,31463,wall_sign
31470,31462,wall_sign
31503,31502,wall_sign
31503,31500,standing_sign
31502,31501,standing_sign
31501,31502,standing_sign
31500,31503,standing_sign
31510,31510,standing_sign
31512,31508,standing_sign
31512,31509,standing_sign
31511,31507,standing_sign
3625001,3624991,wall_sign
3624994,3624999,wall_sign
3624995,3624999,wall_sign
3624995,3624999,wall_sign
3624997,3624999,wall_sign
3624997,3624999,wall_sign
3624994,3624999,wall_sign
3624997,3624999,wall_sign
3624993,3624999,standing_sign
3624996,3624999,wall_sign
3624994,3624999,wall_sign
3624997,3624999,wall_sign
3625008,3624977,standing_sign
3625008,3624983,wall_sign
312504,312496,wall_sign
312501,312502,wall_sign
312502,312501,wall_sign
312505,312496,wall_sign
312504,312496,wall_sign
312503,312496,wall_sign
312505,312496,wall_sign
312504,312503,standing_sign
312503,312502,standing_sign
36989,36991,standing_sign
37000,37004,standing_sign
37001,37002,standing_sign
36996,36997,standing_sign
36997,36996,standing_sign
36995,36996,standing_sign
36996,36995,standing_sign
37005,37006,standing_sign
37005,37009,wall_sign
37010,37010,standing_sign
37017,37019,standing_sign
37018,37019,wall_sign
37016,37015,standing_sign
37015,37016,standing_sign
37014,37014,standing_sign
37015,37013,standing_sign
37033,37032,standing_sign
37032,37031,standing_sign
37370,37369,standing_sign
3125006,3124989,standing_sign
3124995,3124999,wall_sign
3124993,3124999,wall_sign
3124994,3124999,wall_sign
3124993,3124998,wall_sign
3124993,3124999,wall_sign
3124993,3124999,wall_sign
3124997,3124999,wall_sign
3124997,3124999,wall_sign
3124997,3124999,wall_sign
3124997,3124999,wall_sign
3124994,3124999,wall_sign
3124997,3124999,wall_sign
3124994,3124999,wall_sign
3124996,3124999,wall_sign
2420926,2420931,wall_sign
2420927,2420931,wall_sign
2420928,2420931,wall_sign
2420928,2420931,wall_sign
301101,301102,standing_sign
1111111,1111111,standing_sign
1111112,1111112,wall_sign
313144,313144,standing_sign
369317,369316,standing_sign
3131860,3131863,wall_sign
32574,32559,wall_sign
32722,32717,wall_sign
36456,36459,wall_sign
36458,36457,wall_sign
36456,36459,wall_sign
36455,36459,standing_sign
36457,36456,wall_sign
36455,36458,wall_sign
36457,36456,wall_sign
36708,36708,standing_sign
36736,36741,wall_sign
36771,36730,standing_sign
36840,36841,standing_sign
2777775,2777770,wall_sign
2777774,2777770,wall_sign
2777775,2777770,wall_sign
2777774,2777770,wall_sign
2777775,2777770,wall_sign
2777775,2777770,wall_sign
2777774,2777770,wall_sign
2777774,2777770,wall_sign
2777774,2777770,wall_sign
2777775,2777770,wall_sign
2777778,2777770,wall_sign
2777777,2777770,wall_sign
2777776,2777770,wall_sign
2777778,2777770,wall_sign
2777777,2777770,wall_sign
2777778,2777770,wall_sign
2777776,2777770,wall_sign
2777777,2777770,wall_sign
2777777,2777770,wall_sign
2777776,2777770,wall_sign
2777776,2777770,wall_sign
2777776,2777770,wall_sign
2777777,2777770,wall_sign
30461,30490,standing_sign
30461,30489,standing_sign
30461,30490,wall_sign
30555,30522,wall_sign
112487,112489,wall_sign
112498,112499,standing_sign
112498,112498,standing_sign
112636,112635,standing_sign
112636,112634,standing_sign
1568858,1568851,wall_sign
1568858,1568852,wall_sign
314317,314320,wall_sign
283838,283842,wall_sign
243408,243408,standing_sign
243461,243461,standing_sign
3141593,3141588,wall_sign
1125000,1125000,standing_sign
1125001,1125015,wall_sign
1125002,1125015,wall_sign
1125001,1125015,wall_sign
1125003,1125015,wall_sign
1125003,1125015,wall_sign
1125002,1125015,wall_sign
1125003,1125015,wall_sign
1125014,1125003,wall_sign
1125014,1125004,wall_sign
3024734,3024737,wall_sign
11455,11503,wall_sign
11455,11504,wall_sign
337703,337701,wall_sign
11552,11586,standing_sign
11687,11606,wall_sign
11699,11716,standing_sign
3375001,3374987,standing_sign
3374996,3374998,wall_sign
3374996,3374998,wall_sign
3375001,3374993,wall_sign
3374993,3374998,wall_sign
3374996,3374998,wall_sign
3374993,3374998,wall_sign
3374993,3374998,wall_sign
3374995,3374998,wall_sign
3705773,3705766,wall_sign
34024,34151,wall_sign
34023,34151,standing_sign
34025,34151,wall_sign
338065,338065,standing_sign
338066,338066,standing_sign
371614,371614,standing_sign
16267,16249,wall_sign
365327,365325,standing_sign
365328,365326,standing_sign
372117,372117,standing_sign
372144,372144,standing_sign
372168,372168,standing_sign
372182,372182,standing_sign
3056663,3056663,standing_sign
286042,286037,wall_sign
986080,986032,wall_sign
160007,159999,wall_sign
286630,286630,standing_sign
286629,286629,standing_sign
286628,286628,standing_sign
306865,306868,wall_sign
307091,307087,standing_sign
307090,307086,wall_sign
307090,307086,wall_sign
307090,307086,wall_sign
307093,307088,standing_sign
372930,372930,standing_sign
3249991,3249998,wall_sign
3249992,3249997,wall_sign
3249993,3249997,wall_sign
3249994,3249996,wall_sign
3249991,3249997,wall_sign
3249995,3249997,wall_sign
3249995,3249997,wall_sign
3249992,3249997,wall_sign
3249994,3249997,wall_sign
3249992,3249997,wall_sign
3249995,3249997,wall_sign
3249995,3249997,wall_sign
3250006,3249987,standing_sign
3272063,3272066,wall_sign
3157,3031,wall_sign
29102,29049,standing_sign
29102,29050,standing_sign
29103,29049,standing_sign
29103,29051,standing_sign
29102,29051,standing_sign
29103,29051,standing_sign
3107,3107,standing_sign
3121,3121,standing_sign
3141,3145,wall_sign
3177,3177,standing_sign
3229,3229,standing_sign
3342,3261,standing_sign
3337,3338,standing_sign
3360,3483,standing_sign
29105,29227,standing_sign
3498,3498,standing_sign
3513,3446,standing_sign
3524,3516,standing_sign
30722,30719,standing_sign
30721,30720,standing_sign
30969,31012,standing_sign
31000,31004,standing_sign
31026,31027,standing_sign
31026,31027,wall_sign
31025,31029,standing_sign
31025,31028,wall_sign
24701,24693,standing_sign
24701,24694,standing_sign
24984,25011,wall_sign
24984,25010,wall_sign
24998,25004,wall_sign
25000,25001,wall_sign
25001,25000,wall_sign
25007,25007,wall_sign
25003,25017,wall_sign
25019,24980,wall_sign
25009,24994,wall_sign
25025,25034,wall_sign
352370,352369,standing_sign
3524379,3524382,wall_sign
3524379,3524382,wall_sign
99965,99987,standing_sign
99965,99986,standing_sign
99980,100003,wall_sign
99995,99988,wall_sign
99992,99987,wall_sign
99999,100007,wall_sign
99999,100003,wall_sign
100002,100001,standing_sign
100000,100000,standing_sign
100017,100003,wall_sign
100019,100012,wall_sign
100077,100023,standing_sign
100080,100022,standing_sign
100327,100337,wall_sign
100326,100338,standing_sign
231757,231756,standing_sign
999999,1000000,standing_sign
999998,1000001,standing_sign
999999,1000000,standing_sign
999998,1000000,standing_sign
999998,1000004,standing_sign
1000002,999999,standing_sign
1000003,999998,standing_sign
1000001,1000011,wall_sign
1000015,1000000,wall_sign
1000003,1000004,standing_sign
1000004,1000001,standing_sign
1000001,1000004,standing_sign
1000003,1000002,standing_sign
1000001,1000000,standing_sign
1000000,1000000,standing_sign
1000017,1000011,wall_sign
1000223,1000224,standing_sign
269990,269965,wall_sign
340188,340185,wall_sign
173004,172990,standing_sign
1003780,1003780,standing_sign
1003779,1003781,standing_sign
1005005,1005005,standing_sign
1005006,1005004,standing_sign
1005007,1005005,standing_sign
1005007,1005005,standing_sign
35499,35498,standing_sign
35763,35682,standing_sign
1006363,1006363,standing_sign
1006541,1006498,standing_sign
1007106,1007103,wall_sign
1007104,1007099,standing_sign
346771,346779,wall_sign
278222,278221,standing_sign
278504,278427,wall_sign
262907,262900,standing_sign
3540960,3540957,wall_sign
3472574,3472579,wall_sign
17443,17582,standing_sign
17442,17582,standing_sign
17448,17583,standing_sign
17511,17513,wall_sign
17511,17512,wall_sign
17612,17607,wall_sign
17689,17657,wall_sign
17867,17846,standing_sign
27226,27293,wall_sign
271834,271840,wall_sign
341029,341091,wall_sign
341024,341096,standing_sign
341029,341098,standing_sign
341031,341095,standing_sign
341027,341098,standing_sign
341027,341098,wall_sign
341027,341098,wall_sign
341029,341095,wall_sign
263735,263735,standing_sign
263734,263736,standing_sign
263732,263735,wall_sign
264081,264088,wall_sign
22600,22594,wall_sign
22774,22703,wall_sign
22773,22703,wall_sign
22772,22703,wall_sign
23010,23049,wall_sign
35002,35006,standing_sign
35092,35098,wall_sign
1750000,1750002,wall_sign
1749998,1750018,wall_sign
1749999,1750018,wall_sign
1749999,1750018,wall_sign
1750000,1750018,wall_sign
1116,1140,wall_sign
1133,1128,wall_sign
1128,1233,wall_sign
1128,1235,wall_sign
1213,1156,wall_sign
1202,1266,wall_sign
1234,1234,standing_sign
1259,1385,standing_sign
1304,1192,wall_sign
1347,1221,standing_sign
1348,1220,standing_sign
1347,1222,standing_sign
1348,1502,standing_sign
1383,1391,wall_sign
1399,1502,standing_sign
1395,1513,standing_sign
1392,1513,standing_sign
1453,1354,standing_sign
1453,1358,standing_sign
1453,1359,standing_sign
1453,1357,standing_sign
1453,1356,standing_sign
1453,1355,standing_sign
1453,1359,standing_sign
1448,1502,standing_sign
1502,1401,standing_sign
1491,1498,standing_sign
10450,10426,standing_sign
10474,10588,standing_sign
10498,10540,standing_sign
10527,10401,wall_sign
10635,10611,wall_sign
10638,10644,standing_sign
10638,10645,wall_sign
10638,10645,wall_sign
10711,10717,standing_sign
225880,225879,standing_sign
102891,102888,standing_sign
102899,102892,standing_sign
1024984,1024980,standing_sign
279112,279116,standing_sign
356278,356283,standing_sign
1025960,1025960,standing_sign
1025959,1025961,standing_sign
265034,265026,standing_sign
265034,265027,standing_sign
777777,777777,standing_sign
1027962,1027953,wall_sign
1027964,1027953,wall_sign
1027963,1027953,wall_sign
78225,78236,wall_sign
78226,78236,wall_sign
78224,78233,standing_sign
78224,78234,standing_sign
78224,78235,standing_sign
1029621,1029631,standing_sign
1029624,1029630,standing_sign
1029623,1029630,standing_sign
349683,349687,standing_sign
1030220,1030223,wall_sign
226868,226868,standing_sign
227047,227048,wall_sign
279814,279814,wall_sign
26201,26089,wall_sign
26239,26267,wall_sign
26269,26229,wall_sign
26367,26433,wall_sign
26369,26433,wall_sign
26465,26482,standing_sign
26465,26483,standing_sign
784595,784599,wall_sign
784597,784600,wall_sign
2800002,2800005,wall_sign
23554,23596,standing_sign
23768,23781,wall_sign
3499997,3499999,wall_sign
3499998,3499999,wall_sign
3499994,3499999,wall_sign
3499996,3500001,wall_sign
3500005,3499982,standing_sign
228027,228030,wall_sign
228142,228122,standing_sign
228143,228122,standing_sign
937530,937497,standing_sign
22071,22086,wall_sign
22139,22143,standing_sign
22445,22445,wall_sign
22518,22513,wall_sign
220363,220363,standing_sign
220365,220364,standing_sign
220361,220361,standing_sign
220395,220399,standing_sign
220395,220399,wall_sign
220442,220442,standing_sign
220442,220441,standing_sign
220441,220441,standing_sign
220442,220440,standing_sign
220557,220556,standing_sign
220583,220582,standing_sign
220581,220580,standing_sign
79368,79374,wall_sign
3507518,3507523,wall_sign
251937,251934,wall_sign
124962,125028,wall_sign
124962,125028,wall_sign
124961,125028,wall_sign
124961,125028,wall_sign
125005,125001,wall_sign
125000,125000,standing_sign
124994,124997,wall_sign
125002,125004,standing_sign
125004,125002,standing_sign
125003,125003,standing_sign
124997,124999,wall_sign
124994,124998,wall_sign
124998,125000,standing_sign
125001,125018,wall_sign
125013,124996,wall_sign
125069,125042,standing_sign
125079,125006,wall_sign
125183,125253,standing_sign
125186,125251,standing_sign
1249877,1249895,wall_sign
1249896,1249900,wall_sign
1249997,1249996,wall_sign
1249996,1249998,wall_sign
1249997,1249996,wall_sign
1249997,1249996,wall_sign
1249999,1250000,wall_sign
1249999,1250000,wall_sign
1249999,1250000,wall_sign
1249997,1250004,wall_sign
1249997,1250004,wall_sign
1250000,1249999,wall_sign
1250004,1249997,wall_sign
1250000,1249999,wall_sign
1250000,1249999,wall_sign
1250003,1249996,wall_sign
1250000,1249999,wall_sign
1250003,1249996,wall_sign
1250000,1249996,wall_sign
1250000,1250001,wall_sign
1250001,1250000,wall_sign
1250000,1250001,wall_sign
1250001,1250000,wall_sign
1250007,1250006,wall_sign
1250007,1250006,wall_sign
1250007,1250006,wall_sign
1250007,1250006,wall_sign
1250003,1250004,wall_sign
1250006,1250005,wall_sign
1250001,1250000,wall_sign
1250000,1250001,wall_sign
1250003,1250004,wall_sign
1250016,1250009,wall_sign
1250019,1250021,standing_sign
1250022,1250020,standing_sign
1250104,1250104,standing_sign
1250102,1250102,standing_sign
79997,80004,wall_sign
79999,80002,wall_sign
79996,80002,wall_sign
79999,80002,wall_sign
80001,79999,wall_sign
80000,80003,wall_sign
220714,220714,standing_sign
220721,220721,standing_sign
267757,267763,standing_sign
252599,252595,standing_sign
2367562,2367568,wall_sign
2367997,2368003,wall_sign
2367997,2368004,wall_sign
28500,28500,standing_sign
28535,28500,standing_sign
1200004,1199997,wall_sign
1200003,1199997,wall_sign
802682,802808,standing_sign
125532,125532,standing_sign
1254513,1254577,wall_sign
80573,80653,wall_sign
80588,80601,wall_sign
80587,80601,wall_sign
2527393,2527393,standing_sign
1203116,1203119,standing_sign
1203120,1203117,standing_sign
1203128,1203128,standing_sign
1203153,1203156,standing_sign
230025,230025,standing_sign
230026,230024,standing_sign
230027,230026,standing_sign
120796,120889,wall_sign
120789,120884,wall_sign
2300000,2300000,standing_sign
126460,126591,standing_sign
949753,949752,standing_sign
221980,221977,wall_sign
2374983,2375003,wall_sign
2374986,2375006,wall_sign
2374992,2375008,wall_sign
81375,81415,wall_sign
2082,2086,wall_sign
2082,2086,wall_sign
2091,2143,wall_sign
2238,2177,wall_sign
2238,2177,wall_sign
2287,2370,standing_sign
2293,2416,wall_sign
2293,2419,wall_sign
2293,2418,wall_sign
2293,2417,wall_sign
2334,2310,wall_sign
2399,2502,standing_sign
2404,2468,wall_sign
2408,2469,wall_sign
2441,2379,wall_sign
2441,2379,wall_sign
2502,2386,standing_sign
2502,2385,standing_sign
2502,2384,standing_sign
2501,2384,wall_sign
2502,2401,standing_sign
2502,2451,standing_sign
2507,2507,wall_sign
20589,20585,wall_sign
20735,20739,standing_sign
20736,20733,wall_sign
20827,20743,wall_sign
20827,20743,wall_sign
95669,95667,standing_sign
222219,222222,wall_sign
222222,222222,standing_sign
222221,222223,standing_sign
222222,222221,wall_sign
222222,222222,standing_sign
2222226,2222223,wall_sign
2222227,2222223,wall_sign
2222224,2222222,wall_sign
2222224,2222222,wall_sign
2050264,2050269,standing_sign
616490,616547,wall_sign
81617,81617,standing_sign
81616,81618,standing_sign
121509,121512,wall_sign
